i,Date,Open,High,Low,Close,Volume,n,vw
26,2021-01-04 18:45:00+00:00,155.08,155.24,154.95,155.2145,152169,2219,155.092802
27,2021-01-04 19:00:00+00:00,155.2,155.24,154.96,155.025,242886,3244,155.099473
28,2021-01-04 19:15:00+00:00,155.02,155.25,155.0,155.2203,209880,2804,155.089161
29,2021-01-04 19:30:00+00:00,155.22,155.22,154.8,155.075,228359,3156,155.056883
30,2021-01-04 19:45:00+00:00,155.07,155.46,155.07,155.34,292257,3592,155.170109
31,2021-01-04 20:00:00+00:00,155.3357,155.7216,155.21,155.63,246759,3976,155.450722
32,2021-01-04 20:15:00+00:00,155.64,155.94,155.42,155.88,269030,4020,155.686051
33,2021-01-04 20:30:00+00:00,155.88,156.56,155.86,156.52,412763,4988,156.208381
34,2021-01-04 20:45:00+00:00,156.52,156.96,156.28,156.52,1151110,13034,156.574121
35,2021-01-04 21:00:00+00:00,156.51,157.26,156.5,156.55,3079369,104,156.500139
36,2021-01-04 21:15:00+00:00,156.5,156.51,156.5,156.51,2536,4,156.502252
37,2021-01-04 21:30:00+00:00,156.5,156.5,156.5,156.5,211621,3,156.500007
38,2021-01-04 21:45:00+00:00,156.71,156.71,156.71,156.71,166,21,156.637771
39,2021-01-04 22:00:00+00:00,156.5,156.62,156.5,156.62,392,5,156.544145
40,2021-01-04 22:15:00+00:00,156.5,156.5,156.5,156.5,402,3,156.5
41,2021-01-04 22:30:00+00:00,156.5,156.5,156.5,156.5,850,2,156.5
42,2021-01-04 22:45:00+00:00,156.5,156.5,156.5,156.5,301,5,156.537276
43,2021-01-05 00:15:00+00:00,156.6,156.75,156.5,156.75,726,10,156.627355
44,2021-01-05 09:15:00+00:00,157.35,157.35,157.35,157.35,400,9,157.201975
45,2021-01-05 10:15:00+00:00,157.11,157.11,157.06,157.06,580,7,157.096103
46,2021-01-05 10:30:00+00:00,157.05,157.05,157.05,157.05,451,6,157.040798
47,2021-01-05 12:00:00+00:00,156.75,156.75,156.75,156.75,897,18,156.797436
48,2021-01-05 12:30:00+00:00,156.6,156.6,156.5,156.5,647,18,156.563617
49,2021-01-05 12:45:00+00:00,156.65,156.66,156.65,156.66,447,11,156.643468
50,2021-01-05 13:00:00+00:00,156.5,156.75,156.39,156.39,3465,49,156.520496
51,2021-01-05 13:15:00+00:00,155.74,155.8749,155.74,155.8749,277,5,155.861697
52,2021-01-05 13:30:00+00:00,156.02,156.5,156.02,156.5,1485,32,156.250041
53,2021-01-05 13:45:00+00:00,156.5,156.5,156.2002,156.2002,975,29,156.326769
54,2021-01-05 14:00:00+00:00,156.5,156.5,156.5,156.5,506,25,156.315948
55,2021-01-05 14:15:00+00:00,156.5,156.5,156.5,156.5,218,9,156.498349
56,2021-01-05 14:30:00+00:00,156.25,157.015,155.89,156.57,489435,4275,156.462942
57,2021-01-05 14:45:00+00:00,156.6,156.6099,155.91,156.28,277300,3569,156.174658
58,2021-01-05 15:00:00+00:00,156.29,156.65,155.95,156.14,276987,3837,156.150841
59,2021-01-05 15:15:00+00:00,156.16,156.18,155.44,155.84,284775,3716,155.767022
60,2021-01-05 15:30:00+00:00,155.84,155.8806,155.3,155.31,266068,3300,155.555319
61,2021-01-05 15:45:00+00:00,155.31,155.84,155.29,155.29,243536,3520,155.56405
62,2021-01-05 16:00:00+00:00,155.32,155.7,155.07,155.5,235976,3238,155.36551
63,2021-01-05 16:15:00+00:00,155.49,155.79,155.31,155.595,153510,2506,155.58882
64,2021-01-05 16:30:00+00:00,155.595,155.96,155.58,155.895,107164,1752,155.783812
65,2021-01-05 16:45:00+00:00,155.91,155.97,155.78,155.96,103573,1716,155.866133
66,2021-01-05 17:00:00+00:00,155.98,156.4699,155.95,156.41,116278,1944,156.253427
67,2021-01-05 17:15:00+00:00,156.4266,156.72,156.39,156.69,139863,1938,156.55115
68,2021-01-05 17:30:00+00:00,156.7,157.12,156.7,156.95,155962,2315,156.952291
69,2021-01-05 17:45:00+00:00,156.9524,157.62,156.94,157.6,338364,2845,157.323304
70,2021-01-05 18:00:00+00:00,157.605,157.66,157.43,157.54,333581,2692,157.552354
71,2021-01-05 18:15:00+00:00,157.54,157.76,157.54,157.7,208400,2670,157.690048
72,2021-01-05 18:30:00+00:00,157.71,157.76,157.58,157.71,207216,2677,157.702404
73,2021-01-05 18:45:00+00:00,157.72,157.81,157.54,157.7072,170944,2430,157.675948
74,2021-01-05 19:00:00+00:00,157.72,158.27,157.72,158.27,559052,4187,157.991547
75,2021-01-05 19:15:00+00:00,158.27,158.69,158.16,158.4999,556767,3974,158.388719
76,2021-01-05 19:30:00+00:00,158.485,158.65,158.16,158.21,245375,2819,158.375529
77,2021-01-05 19:45:00+00:00,158.22,158.29,157.92,158.23,235537,3153,158.061385
78,2021-01-05 20:00:00+00:00,158.24,158.53,158.22,158.375,262780,3620,158.410349
79,2021-01-05 20:15:00+00:00,158.36,158.42,158.1351,158.26,232589,3254,158.285805
80,2021-01-05 20:30:00+00:00,158.25,158.45,158.05,158.45,341862,4545,158.227436
81,2021-01-05 20:45:00+00:00,158.44,158.76,158.19,158.3683,663055,7932,158.386466
82,2021-01-05 21:00:00+00:00,158.34,158.4,158.3083,158.34,1775366,89,158.339858
83,2021-01-05 21:15:00+00:00,158.29,158.29,158.12,158.12,697,17,158.262023
84,2021-01-05 21:45:00+00:00,158.39,158.39,158.39,158.39,109,4,158.388626
85,2021-01-05 22:30:00+00:00,158.67,158.67,158.67,158.67,101,2,158.663465
86,2021-01-05 23:00:00+00:00,158.66,158.66,158.66,158.66,158,2,158.659873
87,2021-01-05 23:15:00+00:00,158.66,158.67,158.63,158.65,784,18,158.659375
88,2021-01-05 23:30:00+00:00,158.34,158.34,158.32,158.32,562,9,158.329324
89,2021-01-06 00:15:00+00:00,158.7,158.7,158.7,158.7,400,1,158.7
90,2021-01-06 00:45:00+00:00,158.35,158.35,158.33,158.33,931,5,158.353276
91,2021-01-06 09:15:00+00:00,157.41,157.41,157.41,157.41,500,3,157.452
92,2021-01-06 10:15:00+00:00,157.43,157.43,157.43,157.43,500,3,157.47836
93,2021-01-06 10:45:00+00:00,159.03,159.1,157.48,157.48,415,8,158.626674
94,2021-01-06 11:45:00+00:00,158.07,158.07,158.07,158.07,454,6,158.060551
95,2021-01-06 12:00:00+00:00,158.03,158.03,158.03,158.03,276,12,158.019964
96,2021-01-06 12:15:00+00:00,158.12,158.12,158.07,158.07,1330,11,158.09212
97,2021-01-06 12:30:00+00:00,158.0,158.25,157.89,158.25,1060,16,157.992104
98,2021-01-06 12:45:00+00:00,158.02,158.02,157.51,157.55,880,33,157.713
99,2021-01-06 13:00:00+00:00,158.5,158.5,157.5017,157.58,2276,58,157.882239
100,2021-01-06 13:15:00+00:00,157.56,157.56,156.98,157.1138,3162,87,157.268733
101,2021-01-06 13:30:00+00:00,157.77,157.77,156.9,157.73,9363,104,157.077918
102,2021-01-06 13:45:00+00:00,157.224,157.73,157.224,157.7,666,11,157.636321
103,2021-01-06 14:00:00+00:00,157.27,157.27,157.1,157.1,3752,20,157.120968
104,2021-01-06 14:15:00+00:00,157.15,157.15,156.62,156.62,6772,114,156.891884
105,2021-01-06 14:30:00+00:00,157.23,159.045,156.72,158.82,639875,5837,157.916649
106,2021-01-06 14:45:00+00:00,158.85,159.7,158.64,159.585,290914,4138,159.242448
107,2021-01-06 15:00:00+00:00,159.56,159.86,159.26,159.8,283472,4267,159.609652
108,2021-01-06 15:15:00+00:00,159.805,159.83,158.59,158.98,330846,4375,159.159747
109,2021-01-06 15:30:00+00:00,158.96,159.54,158.83,159.54,263448,3681,159.152008
110,2021-01-06 15:45:00+00:00,159.535,159.7,159.01,159.175,212374,2973,159.456663
111,2021-01-06 16:00:00+00:00,159.18,159.515,159.13,159.46,238694,2957,159.28109
112,2021-01-06 16:15:00+00:00,159.45,159.6617,159.2494,159.4,173806,2487,159.433101
113,2021-01-06 16:30:00+00:00,159.4,159.41,159.06,159.11,150852,2402,159.275436
114,2021-01-06 16:45:00+00:00,159.13,159.41,159.1,159.1234,157757,2215,159.269156
115,2021-01-06 17:00:00+00:00,159.13,159.1964,158.86,159.06,215642,2220,159.055223
116,2021-01-06 17:15:00+00:00,159.09,159.23,158.88,158.97,132501,2032,159.076021
117,2021-01-06 17:30:00+00:00,158.97,159.66,158.95,159.46,149111,2072,159.415081
118,2021-01-06 17:45:00+00:00,159.46,159.82,159.372,159.795,134177,2089,159.645134
119,2021-01-06 18:00:00+00:00,159.795,159.9,159.545,159.7496,215104,2934,159.771119
120,2021-01-06 18:15:00+00:00,159.79,159.97,159.75,159.97,206853,2306,159.85768
121,2021-01-06 18:30:00+00:00,159.97,160.23,159.8899,160.19,384644,3388,160.035188
122,2021-01-06 18:45:00+00:00,160.185,160.2,159.97,160.021,181029,2328,160.060181
123,2021-01-06 19:00:00+00:00,160.04,160.15,159.9316,159.97,156837,2251,160.046099
124,2021-01-06 19:15:00+00:00,159.9876,160.0147,159.2,159.31,213686,3216,159.484455
125,2021-01-06 19:30:00+00:00,159.31,160.0367,159.26,159.99,219431,3287,159.678509
126,2021-01-06 19:45:00+00:00,159.99,160.07,159.37,159.63,203617,3088,159.630763
127,2021-01-06 20:00:00+00:00,159.59,159.98,159.23,159.74,220009,3316,159.59338
128,2021-01-06 20:15:00+00:00,159.77,159.97,159.56,159.84,205066,3338,159.777194
129,2021-01-06 20:30:00+00:00,159.85,159.98,159.28,159.52,337220,5030,159.506137
130,2021-01-06 20:45:00+00:00,159.53,160.13,159.33,159.94,695957,9139,159.744527
131,2021-01-06 21:00:00+00:00,159.96,160.49,159.83,159.87,1555682,103,159.830863
132,2021-01-06 21:15:00+00:00,159.88,160.28,159.83,160.28,9454,20,159.851432
133,2021-01-06 21:30:00+00:00,159.83,159.83,159.83,159.83,748,1,159.83
134,2021-01-06 21:45:00+00:00,159.86,159.86,159.86,159.86,179,9,159.871676
135,2021-01-06 23:00:00+00:00,160.3,160.3,160.3,160.3,368,8,160.298369
136,2021-01-07 00:15:00+00:00,160.5,160.5,160.5,160.5,135,4,160.5
137,2021-01-07 11:00:00+00:00,160.3,160.3,160.3,160.3,108,1,160.3
138,2021-01-07 12:00:00+00:00,159.83,160.4,159.83,160.4,1066,21,160.046445
139,2021-01-07 12:15:00+00:00,160.4,160.4,160.21,160.21,1608,16,160.33806
140,2021-01-07 13:00:00+00:00,160.0,160.0,159.05,159.84,2334,70,159.464632
141,2021-01-07 13:15:00+00:00,159.89,159.89,159.88,159.88,350,13,159.858886
142,2021-01-07 13:30:00+00:00,159.51,159.51,159.5,159.5,895,19,159.537363
143,2021-01-07 13:45:00+00:00,159.5,159.5,159.5,159.5,732,18,159.525724
144,2021-01-07 14:00:00+00:00,159.41,159.97,159.4,159.8,2532,62,159.630632
145,2021-01-07 14:15:00+00:00,159.51,159.51,158.8,158.8,3042,159,159.158535
146,2021-01-07 14:30:00+00:00,159.0,159.39,158.35,159.17,611659,6295,158.826689
147,2021-01-07 14:45:00+00:00,159.22,159.63,158.96,159.495,285203,4080,159.261088
148,2021-01-07 15:00:00+00:00,159.53,160.65,159.52,160.23,326227,4480,160.030011
149,2021-01-07 15:15:00+00:00,160.23,160.73,160.205,160.32,226621,3520,160.480733
150,2021-01-07 15:30:00+00:00,160.3,160.55,160.1101,160.49,384121,3526,160.347826
151,2021-01-07 15:45:00+00:00,160.5,160.905,160.18,160.245,253007,3361,160.547373
152,2021-01-07 16:00:00+00:00,160.26,160.56,159.67,159.75,274069,3386,160.069091
153,2021-01-07 16:15:00+00:00,159.75,160.03,159.63,159.88,183400,2314,159.8363
154,2021-01-07 16:30:00+00:00,159.9,160.01,159.71,159.99,160101,2292,159.877006
155,2021-01-07 16:45:00+00:00,160.01,160.11,159.9,160.08,99242,1870,159.993911
156,2021-01-07 17:00:00+00:00,160.074,160.21,159.91,159.9701,102661,1671,160.051302
157,2021-01-07 17:15:00+00:00,160.01,160.14,159.87,160.11,106756,1740,160.000371
158,2021-01-07 17:30:00+00:00,160.105,160.32,159.95,160.04,113782,1821,160.178145
159,2021-01-07 17:45:00+00:00,160.04,160.24,159.87,160.18,384654,1505,159.979561
160,2021-01-07 18:00:00+00:00,160.21,160.475,160.1066,160.17,126926,1665,160.322329
161,2021-01-07 18:15:00+00:00,160.17,160.21,160.03,160.12,110062,1683,160.107214
162,2021-01-07 18:30:00+00:00,160.14,160.425,160.14,160.32,103022,1647,160.283149
163,2021-01-07 18:45:00+00:00,160.33,160.3699,160.11,160.26,106372,1732,160.249598
164,2021-01-07 19:00:00+00:00,160.28,160.46,160.24,160.4442,148985,2144,160.369252
165,2021-01-07 19:15:00+00:00,160.43,160.4516,160.23,160.315,125133,1959,160.354821
166,2021-01-07 19:30:00+00:00,160.32,160.645,160.29,160.57,140732,2023,160.481879
167,2021-01-07 19:45:00+00:00,160.59,160.64,160.38,160.56,144626,2057,160.475388
168,2021-01-07 20:00:00+00:00,160.59,160.69,160.22,160.24,238413,2865,160.504984
169,2021-01-07 20:15:00+00:00,160.25,160.6906,160.153,160.645,167929,2408,160.501245
170,2021-01-07 20:30:00+00:00,160.65,161.03,160.61,160.63,296957,4022,160.852706
171,2021-01-07 20:45:00+00:00,160.62,160.66,160.31,160.41,592108,7177,160.49668
172,2021-01-07 21:00:00+00:00,160.38,160.38,160.14,160.14,1830196,66,160.369946
173,2021-01-07 21:15:00+00:00,160.37,160.37,160.37,160.37,63015,12,160.37001
174,2021-01-07 21:30:00+00:00,160.37,160.85,160.37,160.85,3784,8,160.385692
175,2021-01-07 21:45:00+00:00,160.7,160.7,160.7,160.7,116,7,160.702586
176,2021-01-07 22:00:00+00:00,160.7,160.7,160.7,160.7,847,9,160.701771
177,2021-01-07 22:30:00+00:00,160.8,160.8,160.8,160.8,873,3,160.797045
178,2021-01-07 22:45:00+00:00,160.51,160.51,160.51,160.51,159,1,160.51
179,2021-01-07 23:00:00+00:00,160.37,160.37,160.37,160.37,3515,1,160.37
180,2021-01-07 23:30:00+00:00,160.51,160.51,160.51,160.51,483,6,160.510414
181,2021-01-07 23:45:00+00:00,160.54,160.54,160.54,160.54,300,1,160.54
182,2021-01-08 00:00:00+00:00,160.51,160.51,160.2,160.2,300,3,160.399433
183,2021-01-08 00:15:00+00:00,160.54,160.54,160.54,160.54,289,2,160.54
184,2021-01-08 00:45:00+00:00,160.85,161.0,160.85,161.0,350,9,160.858314
185,2021-01-08 10:00:00+00:00,161.1,161.1,161.1,161.1,200,6,161.0959
186,2021-01-08 12:00:00+00:00,160.99,160.99,160.99,160.99,166,9,160.964639
187,2021-01-08 12:15:00+00:00,160.63,160.63,160.61,160.61,386,9,160.613316
188,2021-01-08 12:30:00+00:00,160.5,160.5,160.5,160.5,666,16,160.508664
189,2021-01-08 12:45:00+00:00,160.59,160.95,160.59,160.95,1526,14,160.647903
190,2021-01-08 13:00:00+00:00,160.4,161.0,160.4,161.0,559,23,160.726038
191,2021-01-08 13:15:00+00:00,160.5,160.5,160.5,160.5,378,12,160.504709
192,2021-01-08 13:30:00+00:00,161.0,161.0,160.43,160.43,996,11,160.497319
193,2021-01-08 13:45:00+00:00,160.89,160.9,160.89,160.9,413,12,160.878692
194,2021-01-08 14:00:00+00:00,160.99,161.0,160.67,161.0,616,18,160.801315
195,2021-01-08 14:15:00+00:00,160.9,160.95,160.55,160.63,2828,55,160.772132
196,2021-01-08 14:30:00+00:00,160.51,161.1,160.47,160.67,348837,3596,160.647464
197,2021-01-08 14:45:00+00:00,160.6843,160.8,160.45,160.63,183669,2829,160.604537
198,2021-01-08 15:00:00+00:00,160.53,160.71,160.38,160.67,158764,2585,160.534482
199,2021-01-08 15:15:00+00:00,160.69,160.94,160.38,160.3907,173019,2422,160.572644
200,2021-01-08 15:30:00+00:00,160.41,160.44,160.16,160.2192,232861,2938,160.310385
201,2021-01-08 15:45:00+00:00,160.225,160.41,160.16,160.285,248448,2982,160.254277
202,2021-01-08 16:00:00+00:00,160.28,160.31,160.04,160.04,224166,2764,160.200986
203,2021-01-08 16:15:00+00:00,160.04,160.2,159.88,160.2,202706,2962,160.063093
204,2021-01-08 16:30:00+00:00,160.215,160.3271,159.985,160.16,199757,2809,160.157238
205,2021-01-08 16:45:00+00:00,160.15,160.2607,160.04,160.2398,161553,2118,160.141754
206,2021-01-08 17:00:00+00:00,160.23,160.29,160.03,160.135,146213,1907,160.119342
207,2021-01-08 17:15:00+00:00,160.14,160.145,160.0,160.04,150234,1802,160.056341
208,2021-01-08 17:30:00+00:00,160.0399,160.12,160.025,160.03,135849,1839,160.057793
209,2021-01-08 17:45:00+00:00,160.03,160.0804,159.89,159.91,241892,2375,159.975969
210,2021-01-08 18:00:00+00:00,159.9113,160.045,159.88,160.03,171099,2190,159.942314
211,2021-01-08 18:15:00+00:00,160.04,160.11,159.92,160.06,181151,2547,159.992943
212,2021-01-08 18:30:00+00:00,160.05,160.07,159.93,160.05,238005,3092,159.987752
213,2021-01-08 18:45:00+00:00,160.02,160.1556,159.985,160.0,171503,2202,160.031672
214,2021-01-08 19:00:00+00:00,160.0,160.1,159.94,159.96,193092,2518,159.986798
215,2021-01-08 19:15:00+00:00,159.95,160.07,159.94,160.03,165857,2328,160.002306
216,2021-01-08 19:30:00+00:00,160.03,160.14,159.99,160.05,163013,2431,160.031645
217,2021-01-08 19:45:00+00:00,160.049,160.38,159.99,160.06,146624,2215,160.181512
218,2021-01-08 20:00:00+00:00,160.06,160.3672,160.055,160.21,161787,2304,160.184029
219,2021-01-08 20:15:00+00:00,160.22,160.41,159.95,160.05,712937,6318,160.106449
220,2021-01-08 20:30:00+00:00,160.07,160.19,160.0,160.175,565709,4618,160.071419
221,2021-01-08 20:45:00+00:00,160.175,160.4,160.02,160.07,856530,9031,160.17116
222,2021-01-08 21:00:00+00:00,160.04,160.07,160.03,160.064,1646690,71,160.040017
223,2021-01-08 21:30:00+00:00,160.04,160.04,160.04,160.04,4728,2,160.040254
224,2021-01-08 22:00:00+00:00,160.15,160.15,160.15,160.15,200,1,160.15
225,2021-01-08 22:30:00+00:00,160.16,160.16,160.16,160.16,200,2,160.16
226,2021-01-08 22:45:00+00:00,160.31,160.31,160.2999,160.2999,949,11,160.30431
227,2021-01-08 23:00:00+00:00,160.24,160.38,160.23,160.38,1564,16,160.315857
228,2021-01-08 23:15:00+00:00,160.5,160.5,160.5,160.5,200,5,160.4987
229,2021-01-09 00:30:00+00:00,160.5,160.5,160.5,160.5,100,1,160.5
230,2021-01-09 00:45:00+00:00,160.3,160.83,160.3,160.83,300,6,160.4835
231,2021-01-11 12:00:00+00:00,160.19,160.2,160.0,160.2,2950,74,160.268115
232,2021-01-11 12:15:00+00:00,160.28,160.32,160.0,160.0,2912,39,160.138709
233,2021-01-11 12:30:00+00:00,160.38,160.38,160.1,160.31,1185,17,160.279654
234,2021-01-11 12:45:00+00:00,160.29,160.3,160.29,160.3,1148,16,160.281646
235,2021-01-11 13:00:00+00:00,160.3848,160.3848,160.03,160.36,4563,72,160.259006
236,2021-01-11 13:15:00+00:00,160.35,160.35,160.3,160.35,928,20,160.322759
237,2021-01-11 13:30:00+00:00,160.21,160.35,160.21,160.23,1647,38,160.254602
238,2021-01-11 13:45:00+00:00,160.23,160.3542,160.18,160.21,1296,42,160.235455
239,2021-01-11 14:00:00+00:00,160.25,160.42,160.25,160.25,4549,103,160.319082
240,2021-01-11 14:15:00+00:00,160.35,160.42,160.19,160.42,6386,221,160.309838
241,2021-01-11 14:30:00+00:00,160.56,161.17,160.29,160.56,483586,5582,160.683856
242,2021-01-11 14:45:00+00:00,160.58,160.66,160.2,160.555,236550,3831,160.450465
243,2021-01-11 15:00:00+00:00,160.5606,160.6,159.8,160.45,340086,4058,160.284252
244,2021-01-11 15:15:00+00:00,160.49,161.105,160.4,160.8757,201716,3178,160.887736
245,2021-01-11 15:30:00+00:00,160.895,161.1,160.82,160.8837,127361,2069,160.979246
246,2021-01-11 15:45:00+00:00,160.93,161.29,160.7801,161.17,165118,2445,161.044983
247,2021-01-11 16:00:00+00:00,161.16,161.17,160.73,160.88,144326,2427,160.951214
248,2021-01-11 16:15:00+00:00,160.89,161.24,160.88,161.21,150664,2111,161.105386
249,2021-01-11 16:30:00+00:00,161.2183,161.32,161.0,161.13,119731,2047,161.153117
250,2021-01-11 16:45:00+00:00,161.1,161.13,160.47,160.47,185806,2517,160.611856
251,2021-01-11 17:00:00+00:00,160.475,160.92,160.47,160.76,125441,1816,160.665095
252,2021-01-11 17:15:00+00:00,160.745,160.82,160.4772,160.59,149695,1630,160.5974
253,2021-01-11 17:30:00+00:00,160.6,160.735,160.49,160.52,97835,1659,160.613286
254,2021-01-11 17:45:00+00:00,160.525,160.59,160.3,160.53,262708,1785,160.406403
255,2021-01-11 18:00:00+00:00,160.535,160.7268,160.51,160.67,101917,1631,160.634243
256,2021-01-11 18:15:00+00:00,160.685,160.76,160.4711,160.51,148418,1896,160.629348
257,2021-01-11 18:30:00+00:00,160.5,160.52,159.91,159.94,158813,2446,160.194615
258,2021-01-11 18:45:00+00:00,159.94,160.02,159.43,159.995,227015,3189,159.684354
259,2021-01-11 19:00:00+00:00,159.98,159.98,159.65,159.71,120901,2413,159.769377
260,2021-01-11 19:15:00+00:00,159.7,159.7,159.4,159.6,171453,2553,159.559418
261,2021-01-11 19:30:00+00:00,159.5674,159.72,159.475,159.69,162960,2143,159.599694
262,2021-01-11 19:45:00+00:00,159.68,159.92,159.57,159.85,158104,2170,159.76479
263,2021-01-11 20:00:00+00:00,159.8535,160.0535,159.74,159.74,176322,2411,159.907992
264,2021-01-11 20:15:00+00:00,159.73,159.7707,159.48,159.53,217344,3050,159.637155
265,2021-01-11 20:30:00+00:00,159.54,159.66,159.16,159.19,277472,4098,159.424594
266,2021-01-11 20:45:00+00:00,159.175,159.53,158.77,159.35,758059,9013,159.296471
267,2021-01-11 21:00:00+00:00,159.38,159.3939,159.37,159.3939,1504820,65,159.370081
268,2021-01-11 21:15:00+00:00,159.63,159.65,159.53,159.53,632,15,159.603592
269,2021-01-11 21:30:00+00:00,159.53,159.53,159.37,159.37,596,7,159.453926
270,2021-01-11 22:00:00+00:00,159.4,159.4,159.37,159.37,264,7,159.383182
271,2021-01-11 22:15:00+00:00,159.3,159.3,159.15,159.15,408,3,159.228334
272,2021-01-11 23:30:00+00:00,159.49,159.49,159.49,159.49,305,5,159.48777
273,2021-01-11 23:45:00+00:00,159.49,159.49,159.41,159.49,370,7,159.453297
274,2021-01-12 00:45:00+00:00,159.5,159.5,159.5,159.5,692,2,159.5
275,2021-01-12 12:00:00+00:00,159.62,159.62,159.39,159.39,1101,37,159.767048
276,2021-01-12 12:45:00+00:00,159.4,159.4,159.38,159.38,344,13,159.428169
277,2021-01-12 13:00:00+00:00,159.5,159.5,159.14,159.14,1406,21,159.474512
278,2021-01-12 13:15:00+00:00,160.1934,160.1934,159.49,159.77,480,6,159.800083
279,2021-01-12 13:30:00+00:00,160.0,160.0,160.0,160.0,510,14,159.953863
280,2021-01-12 13:45:00+00:00,159.85,160.34,159.37,159.37,1706,46,159.684051
281,2021-01-12 14:00:00+00:00,159.32,159.42,159.01,159.33,2698,105,159.194518
282,2021-01-12 14:15:00+00:00,159.9999,160.0,159.35,159.35,12133,67,159.410765
283,2021-01-12 14:30:00+00:00,159.15,159.66,158.07,158.55,473228,4404,158.813811
284,2021-01-12 14:45:00+00:00,158.585,159.1,158.4485,159.0,259074,3257,158.893449
285,2021-01-12 15:00:00+00:00,159.014,159.1,158.44,158.47,175044,3080,158.856804
286,2021-01-12 15:15:00+00:00,158.4847,158.63,158.1571,158.31,264701,4169,158.382609
287,2021-01-12 15:30:00+00:00,158.33,158.38,157.8716,157.89,285089,4154,158.139185
288,2021-01-12 15:45:00+00:00,157.91,158.37,157.8101,158.32,208192,3276,158.043978
289,2021-01-12 16:00:00+00:00,158.31,158.8774,158.26,158.8501,159843,2618,158.601614
290,2021-01-12 16:15:00+00:00,158.87,158.91,158.04,158.1,180480,2829,158.490273
291,2021-01-12 16:30:00+00:00,158.1,158.19,157.98,158.0252,187658,2896,158.076757
292,2021-01-12 16:45:00+00:00,158.03,158.09,157.84,157.93,171979,2535,157.963096
293,2021-01-12 17:00:00+00:00,157.9205,157.9447,157.4,157.53,271336,3490,157.644789
294,2021-01-12 17:15:00+00:00,157.515,157.64,157.4,157.59,158118,2592,157.523297
295,2021-01-12 17:30:00+00:00,157.58,157.61,157.33,157.55,266244,2871,157.476342
296,2021-01-12 17:45:00+00:00,157.56,157.687,157.42,157.592,221077,2262,157.556611
297,2021-01-12 18:00:00+00:00,157.6002,157.8456,157.59,157.84,111639,1901,157.701455
298,2021-01-12 18:15:00+00:00,157.8367,157.98,157.625,157.94,92300,1942,157.766761
299,2021-01-12 18:30:00+00:00,157.94,158.3507,157.9007,158.295,116972,2099,158.219371
300,2021-01-12 18:45:00+00:00,158.3,158.5,158.18,158.49,123172,2116,158.2982
301,2021-01-12 19:00:00+00:00,158.485,158.79,158.45,158.69,110470,2008,158.65057
302,2021-01-12 19:15:00+00:00,158.68,158.829,158.4933,158.505,114599,1951,158.669256
303,2021-01-12 19:30:00+00:00,158.51,158.6999,158.16,158.16,105125,1843,158.440514
304,2021-01-12 19:45:00+00:00,158.15,158.29,158.03,158.26,156314,2164,158.178288
305,2021-01-12 20:00:00+00:00,158.26,158.577,158.24,158.415,117441,2068,158.43339
306,2021-01-12 20:15:00+00:00,158.44,158.6471,158.38,158.57,116646,1917,158.541996
307,2021-01-12 20:30:00+00:00,158.56,158.7,158.33,158.695,221884,3226,158.513803
308,2021-01-12 20:45:00+00:00,158.69,158.89,158.13,158.21,788994,8507,158.545506
309,2021-01-12 21:00:00+00:00,158.16,158.38,157.43,158.13,1155616,83,158.130094
310,2021-01-12 21:15:00+00:00,158.23,158.23,158.17,158.17,216,7,158.196389
311,2021-01-12 21:30:00+00:00,158.17,158.34,158.13,158.13,6341,10,158.135892
312,2021-01-12 21:45:00+00:00,158.35,158.35,158.35,158.35,673,13,158.334829
313,2021-01-12 22:00:00+00:00,158.3499,158.35,158.3499,158.35,221,6,158.342444
314,2021-01-12 22:15:00+00:00,158.35,158.35,158.1501,158.1501,1198,16,158.332312
315,2021-01-12 22:30:00+00:00,158.15,158.45,158.15,158.45,2582,31,158.344338
316,2021-01-12 22:45:00+00:00,158.3,158.44,158.3,158.44,641,10,158.320281
317,2021-01-12 23:00:00+00:00,158.44,158.44,158.4,158.4,340,3,158.417765
318,2021-01-12 23:15:00+00:00,158.31,158.45,158.31,158.45,200,2,158.38
319,2021-01-12 23:30:00+00:00,158.45,158.45,158.45,158.45,110,2,158.436364
320,2021-01-13 00:00:00+00:00,158.45,158.45,158.45,158.45,400,1,158.45
321,2021-01-13 00:15:00+00:00,158.45,158.45,158.45,158.45,200,1,158.45
322,2021-01-13 00:45:00+00:00,158.7899,158.7899,158.7899,158.7899,498,3,158.789904
323,2021-01-13 10:00:00+00:00,158.32,158.32,158.13,158.13,646,17,158.22418
324,2021-01-13 10:30:00+00:00,158.89,158.89,158.89,158.89,100,1,158.89
325,2021-01-13 12:00:00+00:00,158.25,158.58,158.25,158.5,1458,39,158.524623
326,2021-01-13 12:15:00+00:00,158.2,158.31,158.2,158.24,775,5,158.255161
327,2021-01-13 12:30:00+00:00,158.24,158.24,158.24,158.24,534,9,158.247865
328,2021-01-13 12:45:00+00:00,158.41,158.41,158.41,158.41,250,2,158.41144
329,2021-01-13 13:00:00+00:00,158.7367,158.7367,158.38,158.48,2601,53,158.48346
330,2021-01-13 13:15:00+00:00,158.25,158.78,158.25,158.4,3134,40,158.44553
331,2021-01-13 13:30:00+00:00,158.3,158.8283,158.2,158.8283,583,17,158.397118
